,id,text,title,url
14076,59650,"বাংলাদেশ ফুটবল ফেডারেশন বাংলাদেশের ফুটবল খেলার প্রশাসনিক সংস্থা। ১৯৭২ সালে বাংলাদেশ ‍ফুটবল ফেডারেশন প্রতিষ্ঠিত হয়। দুই বছর পর ১৯৭৪ সাল থেকেই এটি পেয়ে যায় এএফসি ও ফিফার সদস্য পদ। বর্তমানে বাফুফে সভাপতি কাজী সালাউদ্দিন।http://www.sangbad.com.bd/?view=details&type=gold&data=Career&pub_no=897&menu_id=18&news_type_id=1&val=84314। এই সংস্থাই বাংলাদেশের পুরুষ ও মহিলা জাতীয় দল এবং যুব দল-এর দেখভাল এবং দেশের ফুটবলের যাবতীয় কার্যক্রম নিয়ন্ত্রন করে। বাংলাদেশ ফুটবল ফেডারেশনের, বাফুফে প্রধান কার্যালয় ঢাকার মতিঝিলে বঙ্গবন্ধু জাতীয় স্টেডিয়াম-এর কাছে ‘বিএফএফ ভবন’-এ অবস্থিত। ২০১৫ সালে এএফসি থেকে 'অ্যাসপায়ারিং মেম্বার অ্যাসোসিয়েশন অব দ্য ইয়ার' এর পুরস্কার জিতে বাংলাদেশ ফুটবল ফেডারেশন। শিক্ষা, সংস্কৃতি ও ক্রীড়া বিষয়ক তৎকালিন মন্ত্রী অধ্যাপক ইউসুফ আলী ১৯৭২ সালের ১৫ জুলাই বাংলাদেশ ফুটবল ফেডারেশন, বাফুফে প্রতিষ্ঠা করেছিলেন। শুরুতে তিনিই ছিলেন বাফুফের প্রথম সভাপতি। আর ওয়ারী ক্লাব-এর আবুল হাসেম ছিলেন সংগঠনের প্রথম সাধারণ সম্পাদক। ১৯৭৩ সালে ফুটবলের আঞ্চলিক সংস্থা এএফসি এবং ১৯৭৪-এ আন্তর্জাতিক সংস্থা ফিফা-এর সদস্য পদ পায় বাংলাদেশ ফুটবলের ফেডারেশনের সর্বোচ্চ সংস্থা। ১৯৮২-৮৬ ও ১৯৯৮-২০০২ সালে দু’দফায় বাংলাদেশ এএফসি’র কার্যনির্বাহী সদস্য নির্বাচিত হয়। অবসরপ্রাপ্ত মেজর হাফিজউদ্দিন আহমেদ ১৯৯০-৯৪ এর জন্য এএফসি’র সহ-সভাপতিও নির্বাচিত হন। ফুটবল ফেডারেশন সেই ১৯৪৮ সাল থেকে ঢাকা ফুটবল লীগ চালিয়ে আসছে। বাংলাদেশ স্বাধীন হওয়ার পরও সেই লীগ ধারাবাহিকতা ধরে রেখেছে। একটা সময় ঢাকার ফুটবল লীগগুলো সমর্থক ও জনপ্রিয়তা পায়। প্রিমিয়ার লীগ, প্রথম বিভাগ, দ্বিতীয় বিভাগ, এবং তৃতীয় বিভাগ নামে এই লীগগুলো এখনও প্রচলিত। বর্তমানে বাংলাদেশ ফুটবল ফেডারেশন যে ক’টা ফুটবল লীগ নিয়মিত আয়োজন করছে সেগুলোর তালিকা নিন্মরূপ:
যেসকল প্রতিযোগিতা বাফুফে কর্তৃক পূর্বে অনুষ্ঠিত হয়েছিল:
",বাংলাদেশ ফুটবল ফেডারেশন,https://bn.wikipedia.org/wiki?curid=59650
14077,59652,"সেন্ট লুসিয়া ক্যারিবীয় দ্বীপপুঞ্জের একটি দ্বীপ রাষ্ট্র। সেন্ট লুসিয়া রাজধানী শহর কাস্ট্রি (জনসংখ্যা 60,263) যেখানে জনসংখ্যার 32.4% বসবাস করে। অন্যান্য প্রধান শহরে মধ্যে গ্রোস আইসলেট, Soufrière, এবং ভিয়ুক দুর্গ অন্তর্ভুক্ত। সবচেয়ে বেশি কর ফাঁকি দেওয়া হয় এমন ১৭টি দেশের তালিকায় স্থান পেয়েছে এই দ্বীপ রাষ্ট্র। এই দেশে এয়ারপোর্ট থেকে ভিসা মিলে। জনসংখ্যার অনুপাতে নোবেল বিজয়ীর তালিকায় দ্বিতীয়তে অবস্থান করছে সেন্ট লুসিয়া। ",সেন্ট লুসিয়া,https://bn.wikipedia.org/wiki?curid=59652
14078,59656,"যুগস্লাভিয়া (সার্বিয়ান, ক্রোয়েশিয়ান, বসনিয়ান, ম্যাসেডোনিয়ান, স্লোভেনিয়া: ""Jugoslavija""; সিরিলিক লিপি: Југославија; 
ইংরেজি: ""দক্ষিণ স্লাভিয়া"" অথবা ""দক্ষিণ স্লাভসের ভূমি"") একটি শব্দ যা তিনটি রাজনৈতিক সত্ত্বা বর্ণনা করে, যা বিংশ শতাব্দীতে সর্বাপেক্ষা ইউরোপের পশ্চিমী অংশে বলকেন উপদ্বীপে ক্রমাগতভাবে বিদ্যমান ছিল। ১৯১৮ সালে দক্ষিণ ইউরোপে সার্বিয়া, মন্টেনিগ্রো, স্লোভানিয়া, মেসিডোনিয়া, ক্রোয়েশিয়া আর বসনিয়া ও হার্জেগোভিনা মিলে গঠন করে নতুন রাষ্ট্র যুগোস্লাভিয়া। যুগোস্লাভিয়া নামের অর্থ দক্ষিণ স্লাভদের দেশ। পূর্ব ইউরোপের বাসিন্দাদের বেশির ভাগই নৃতাত্ত্বিক দিক দিয়ে বৃহত্তর স্লাভ জাতির অংশ। দ্বিতীয় বিশ্বযুদ্ধে জার্মানি র কাছে পরাজিত যুগোস্লাভিয়া যুদ্ধের পরে মার্শাল টিটোর নেতৃত্বে সমাজতান্ত্রিক ব্যবস্থার প্রতি ঝুঁকে পড়ে।
নাৎসি জার্মানি যুগোশ্লাভিয়ার ওপর ১৯৪১ সালে হামলা করে। যুগোশ্লাভিয়ার সর্বোচ্চ সামরিক নেতাগণ জার্মানীর কাছে পরাজয় বরন করেন। যুগোশ্লাভিয়ার রাজা তাঁর সরকার বিদেশে স্থাপন করেন। যুগোশ্লাভিয়ার ওপর তখন জার্মানী সামরিক দখল কায়েম করে। যুগোশ্লাভিয়ার অনেক ভূখন্ড দখল করে নেয় বুলগেরিয়া, হাঙ্গেরি ও ইতালি। যুগোশ্লাভিয়া কমিউনিস্ট পার্টি মার্শাল টিটোর দিক নির্দেশনায় দৃঢ়ভাবে বিদেশী আগ্রাসনকারীদের প্রতিরোধ করে। যুগোশ্লাভিয়ার কমিউনিস্ট পার্টি সারাদেশের জনগণকে নিয়ে স্বাধীনতা অর্জন করার জন্যে আগ্রাসনকারীদের প্রতিরোধ করে। যুগোশ্লাভিয়া কমিউনিস্ট পার্টি যুগোশ্লাভিয়া জাতীয় মুক্তি মোর্চা গঠন করে প্রতিরোধ করে।
১৯৪৩ সালে মার্শাল টিটোর নেতৃত্বে যুগোশ্লাভিয়া জাতীয় মুক্তি মোর্চা প্রতিষ্ঠা করে অস্থায়ী সরকারের দায়িত্ব গ্রহণ করে। যুগোশ্লাভিয়ার জাতীয় বাহিনী ৭ বার আক্রমণ প্রতিরোধ করে জার্মান বাহিনীর এবং ১৯৪৪ সালের যুদ্ধে সারাদেশের অধিকাংশ মুক্ত করে। পরে সোভিয়েট ইউনিয়নের বাহিনী আর যুগোশ্লাভিয়ার যৌথ বাহিনী সম্মিলিত ভাবে যুগোশ্লাভিয়াকে মুক্ত করার যুদ্ধ শুরু করে। রাজধানী বেলগ্রেড মুক্ত হয় , যুদ্ধে মোট ১৫ হাজার জার্মান সেনা মারা যায়, ৯ হাজারকে আটক করা হয় । ১৯৪৫ সালে যুগোশ্লাভিয়া গণতান্ত্রিক প্রজাতন্ত্রের অস্থায়ী সরকার স্থাপন করেন। সোভিয়েট ইউনিয়ন আর যুগোশ্লাভিয়ার যৌথ বাহিনী সারাদেশকে মুক্ত করে।
পরে নব্বইয়ের দশকে একে একে চারটি যুদ্ধের মাধ্যমে ক্রোয়েশিয়া, মেসিডোনিয়া, বসনিয়া ও হার্জেগোভিনা আর স্লোভেনিয়া স্বাধীন হয়ে যায়। সার্বিয়া আর মন্টেনিগ্রো ‘ফেডারেল রিপাবলিক অব যুগোস্লাভিয়া’ নাম নিয়ে কিছুকাল টিকে থাকলেও ২০০৬ সালে মন্টেনিগ্রো স্বাধীন হয়ে গেলে ইতিহাসে বিলীন হয়ে যায় যুগোস্লাভিয়া নামের দেশটি।পরবর্তীতে সার্বিয়া ভেঙ্গে দুটি রাষ্ট্র হয়। একটি সার্বিয়া অপরটি কসোভো। ১. ক্রোয়েশিয়া
২. মেসিডোনিয়া
৩. বসনিয়া ও হার্জেগোভিনা
৪. স্লোভেনিয়া
৫. মন্টেনিগ্রো
৬. সার্বিয়া
৭. কসোভো  ",যুগোস্লাভিয়া,https://bn.wikipedia.org/wiki?curid=59656
14079,59660,"সুগুমি ওহবা একজন জাপানি মাঙ্গা রচয়িতার ছদ্মনাম। তিনি তার অনবদ্য সৃষ্টি ডেথ নোট মাঙ্গা সিরিজের জন্য পরিচিত। তাকেশি ওবাতার অঙ্কন সম্বলিত এই মাঙ্গা ধারাবাহিকটি ২০০৩ থেকে ২০০৬ পর্যন্ত রচিত হয় এবং এর প্রায় ৩০ মিলিয়ন কপি বিক্রি হয়েছে। তার ও ওবাতার দ্বিতীয় ধারাবাহিক বাকুম্যান (২০০৮-২০১২)-ও সফল হয় এবং এর ১৫ মিলিয়ন কপি বিক্রি হয়। ২০১৪ সালে ওহবা ""মাই লিটল মনস্টার""-এর রচয়িতা রোবিকোর সাথে মিলে ""স্কিপ! ইয়ামাদা-কুন"" রচনা করেন। ওবাতার সাথে তার আরেকটি ধারাবাহিক ""প্লাটিনাম এন্ড"" ২০১৫ সালের ডিসেম্বর থেকে প্রকাশিত হচ্ছে।
",সুগুমি ওহতা,https://bn.wikipedia.org/wiki?curid=59660
14080,59664,"ব্ল্যাক সাবাথ ব্যান্ডদলটি বর্তমান প্রজন্মের অতি জনপ্রিয় হেভি মেটাল গানের উদ্ভাবক। ব্ল্যাক সাবাথের জন্ম ইংল্যান্ডে। ১৯৬৬ সালে ব্ল্যাক সাবাথের পথচলা শুরু হয়। এই বছর বার্মিংহামের চার তরুণ মিলে পলকা টাল্ক ব্লুজ নামের একটি রক ব্যান্ড গড়ে তোলে। এ সময় ব্যান্ডটির লাইনাপ ছিল এরকমঃ এ ব্যান্ডটি প্রথমদিকে ব্লুজ রক ও হার্ড রক ধারার গান করতো। তারা জিমি হেনডক্সের মত বিখ্যাত রক তারকাদের গান করত। ১৯৬৯ সালে ব্যান্ডের বেইজবাদক বাটলার ব্ল্যাক সাবাথ নামে একটি গান লিখলেন। সেখান থেকেই ব্যান্ডের নাম পাল্টে ব্ল্যাক সাবাথ রাখা হয়। ১৯৭০ সালে তাদের দি এপোনিমাস ব্ল্যাক সাবাথ নামে তাদের প্রথম এলবাম প্রকাশিত হয়। এলবামটি প্রকাশের সাথে সাথেই বিশ্বজুড়ে বিশাল জনপ্রিয়তা এবং সফলতা পায়। রক সঙ্গীতের ভক্তরা প্রথম হেভি মেটাল ধারণার সাথে পরিচিত হন এ এলবামের মাধ্যমে। মূলত ব্যান্ডের সদস্যরা শ্যালো টাইপ সঙ্গীতের প্রতিবাদ হিসেবে এই ধারার গানের সূচনা করেন। ষাটের দশকের খুব নরম অনুভূতির এক ধরণের গান ব্যাপক জনপ্রিয় ছিল। ব্ল্যাক সাবাথের সদস্যরা চিন্তা করলেন মানুষের মধ্যে একটু প্রতিবাদী এবং বিদ্রোহের ভাব থাকা উচিত- এ চিন্তা থেকেই মূলত হেভি মেটাল সৃষ্টি করলেন তারা। ১৯৭০ সালেই ব্ল্যাক সাবাথের দ্বিতীয় এলবাম প্যারানয়েড প্রকাশিত হয়। এ এলবামের ওয়ার পিগস গানটা ছিল ভিয়েতনাম যুদ্ধে প্রতিবাদে করা। এর পরে ব্ল্যাক সাবাথের গান আরো শক্ত হয়। এর পেছনে একটি মজার কাহিনী রয়েছে। গীটারবাদক ইউম্মি বাম হাতের দুটি আঙুলে এক দুর্ঘটনায় আহত হন। সে হাতেই তিনি গীটারের ফ্রেট ধরতেন। আঙুলের চাপ কমানোর জন্য গীটারের টিউন নামিয়ে তিনি ই থেকে সি শার্পে নিয়ে এলেন। ফলে এরপর আহত আঙুল নিয়েই তিনি গীটার বাজাতে পারলেন। বেইজবাদক বাটলারও সে অনুযায়ী তার গীটার টিউন করলেন। ফলে তৈরি হলো আরো শক্ত শব, ডার্ক রিফের। ব্ল্যাক সাবাথ তাদের এই ডার্ক রিফের জন্য বিখ্যাত। ব্ল্যাক সাবাথে পরবর্তীতে ভোকাল ও অন্যান্য সদস্য পরিবর্তিত হয়। প্রথম খুব সফল হলেও পরবর্তীকালে ব্যর্থতার জন্য ১৯৭৯ সালে ব্যান্ড ছাড়তে বাধ্য করা হয় ভোকাল ওজিকে। তার গাওয়া কিছু বিখ্যাত গান হলো আয়রন ম্যান, এন আই বি, চিলড্রেন অফ দি গ্রেভ, চেঞ্জেস, হার্ড রক এনথেম নামে পরিচিত সুপারনট এবং স্নোব্লাইন্ড ইত্যাদি। এরপর ব্যান্ডে ভোকাল হিসেবে যোগ দেন কিংবদন্তি রক ব্যান্ড রেনবোর ভোকাল ডিও। তার গাওয়া জনপ্রিয় গান হলো জেরুসালেম, হেভেন এন্ড হেল ইত্যাদি। এক বছর পর ডিও ব্যান্ড ত্যাগ করেন। এরপর বিখ্যাত ব্যান্ড ডিপ পার্পলের ভোকাল অল্প কিছুদিনের জন্য ব্ল্যাক সাবাথে ছিলেন। এরপর কিছুদিন কোন শক্তিশালী ভোকাল ব্যান্ডে কাজ করেন নি। এ সময় তাদের প্রচন্ড দুরবস্থা যাচ্ছিল। এরপর টনি মার্টিন ব্যান্ডে যোগ দিলে ব্ল্যাক সাবাথ আবারো প্রাণ ফিরে পায়। তার গাওয়া অসম্ভব জনপ্রিয় একটি গান হলো হেডলেস ক্রস। টনি ১৯৯২ সালে ব্যান্ড ত্যাগ করেন। ডিও আবারো ব্যান্ডে যোগ দেন। অনেক ভাঙাগড়ার পর ব্যান্ডের প্রথম ভোকাল ওজি অসবোর্ন ১৯৯৭ সালে আবারো ব্যান্ডে ফিরে আসেন। ",ব্ল্যাক সাবাথ,https://bn.wikipedia.org/wiki?curid=59664
14081,59668,"অ্যাব্লাস্টিন টিকাদানের ফলে রক্তরসে সৃষ্ট অ্যান্টিবডির মতো এক প্রকার রাসায়নিক পদার্থ যা সংক্রামক জীবাণুর বৃদ্ধি রোধ করে। ইঁদুরের Trypanosoma lewsi সংক্রমনের ফলে সংঘটিত সিরাম প্রতিক্রিয়া এর একটি ভালো উদাহরণ। সংক্রমণের কয়েকদিন পর অ্যাব্লাস্টিন উৎপন্ন হয় এবং ক্রমশ Trypanosome এর বৃদ্ধি কমিয়ে দেয়। রক্তরসের গ্লোবিউলিন অংশে অ্যাব্লাস্টিনের কার্যকারিতা দেখা যায় এবং এটি এক প্রাণীর দেহ থেকে সংগ্রহ করে অন্য প্রাণীর দেহে ঢুকিয়ে দেওয়া হয়।
",অ্যাব্লাস্টিন,https://bn.wikipedia.org/wiki?curid=59668
14082,59670,"উদর মেরুদন্ডী প্রাণীর দেহের একটি প্রধান অংশ। এটি বক্ষদেশের পশ্চাদ্ভাগে থাকে। স্তন্যপায়ী প্রাণীর ক্ষেত্রে এর পুরোভাগে মধ্যচ্ছদা থাকে এবং পশ্চাদ্ভাগে শ্রোণি থাকে। মধ্যচ্ছদা উদর-গহবর থেকে প্লুরাল এবং পেরিকোর্ডিয়াল গহবরকে পৃথক রাখে। একময়াত্র স্তন্যপায়ী ছাড়া সব মেরুদন্ডী প্রাণীর ফুসফুস এবং উদরের viscera একই সাধারণ গহবরের মধ্যে থাকে যা Pluero-peritoneal cavity নামে পরিচিত।Abdomen. (n.d.). Dictionary.com Unabridged (v 1.1). Accessed: 22 Oct 2007Abdomen. Dictionary.com. The American Heritage Dictionary of the English Language, 4th Edition. Accessed: 22 October 2007 উদর গহবরে অবস্থিত viscera সমূহ একটি পেরিটোনিয়াল পর্দা দিয়ে মোড়ানো থাকে। বিভিন্ন অঙ্গ থেকে পেরিটোনিয়াল পর্দা দেহ প্রাচীরে Mesenteries আকারে আটকানো থাকে। কিছু কিছু পর্দার ভাঁজ Omentum তৈরি করে। অর্থ্রোপড এবং অন্যান্য প্রাণীর দেহের উদরের অংশ বোঝানোর জন্য abdomen শব্দটি ব্যবহৃত হয়ে থাকে।
",উদর,https://bn.wikipedia.org/wiki?curid=59670
14083,59671,"ঢাকা লীগ বর্তমান নাম ঢাকা সিনিয়র ডিভিশন ফুটবল লীগ হলো বাংলাদেশের তৃতীয় স্তরের ফুটবল লীগ।২০০৬ সাল পর্যন্ত বাংলাদেশ ফুটবল ফেডারেশনের শীর্ষ বিভাগ ছিল। কেবল ঢাকার কয়েকটি দলকে নিয়ে এই লীগ খেলা হত।   
",ঢাকা লীগ,https://bn.wikipedia.org/wiki?curid=59671
14084,59673,"ফেডারেশন কাপ বাংলাদেশের একটি প্রধান নকআউট ফুটবল প্রতিযোগিতা। সাধারণত লীগের সব দল নিয়ে এ কাপ হয়। ফেডারেশন কাপ ফুটবলের চুড়ান্ত পর্বে লীগের সব দল প্রতিদ্বন্দ্বিতা করে। বাংলাদেশ প্রিমিয়ার লাগ ফুটবলের সব দল সরাসরি চুড়ান্ত পর্বে খেলার যোগ্যতা অর্জন করে। ১৯৯০, ১৯৯২, ১৯৯৩, ১৯৯৬, ১৯৯৮, ২০০৪, ২০০৬, ২০০৭ এবং ২০১৪ সালে কোনো প্রতিযোগিতা হয়নি।
নিচে বিগত আসরগুলোর বিজয়ী ও রানার্স-আপদের তালিকা দেওয়া হল। এই প্রতিযোগিতার বর্তমান পৃষ্ঠপোষক ওয়াল্টন গ্রুপ ",ফেডারেশন কাপ (বাংলাদেশ),https://bn.wikipedia.org/wiki?curid=59673
14085,59674,মুক্তিযোদ্ধা সংসদ ক্রীড়া চক্র বাংলাদেশের একটি ফুটবল ক্লাব। এটি ঢাকার দল।বাংলাদেশের খেলা.কম    ,মুক্তিযোদ্ধা সংসদ ক্রীড়া চক্র,https://bn.wikipedia.org/wiki?curid=59674
